idVenta,fecha,idCliente,nombreCliente,cantidadProductos,totalVentas
2010,2024-03-19,C025,Elena Torres,10,2990.0
2011,2024-02-21,C001,Ana Martínez,10,159.9
2012,2024-02-06,C044,Chris Butler,1,119.99
2013,2024-02-02,C049,Rebeca Ponce,10,2999.9
2014,2024-01-01,C035,Luciana Ramos,1,59.99
2015,2024-02-15,C006,Juan López,9,143.91
2016,2024-02-12,C001,Ana Martínez,2,198.0
2017,2024-02-23,C043,Raquel Martín,10,599.9
2018,2024-02-01,C032,Jorge Collins,6,899.94
2019,2024-01-20,C006,Juan López,1,99.0
2020,2024-01-18,C003,María Gutiérrez,7,1049.93
2021,2024-03-25,C032,Jorge Collins,6,75.0
2022,2024-02-18,C046,Louis Kelly,10,199.89999999999998
2023,2024-03-23,C003,María Gutiérrez,8,100.0
2024,2024-02-29,C046,Louis Kelly,2,19.98
2025,2024-01-03,C023,Sofía Aguilar,7,111.93
2026,2024-01-22,C050,Miguel Cook,3,509.97
2027,2024-01-26,C005,Diana Palacios,7,104.93
2028,2024-01-14,C009,Isabel Ruiz,2,71.98
2029,2024-01-02,C020,Henry Phillips,5,599.9499999999999
2030,2024-02-07,C045,Carmen Reyes,10,255.0
2031,2024-01-05,C029,Beatriz Delgado,5,599.9499999999999
2032,2024-03-29,C002,John Smith,7,1259.93
2033,2024-01-08,C019,Karina Vega,5,99.94999999999999
2034,2024-02-08,C020,Henry Phillips,1,25.5
2035,2024-01-29,C032,Jorge Collins,5,99.94999999999999
2036,2024-02-24,C040,Joseph Edwards,9,1079.9099999999999
2037,2024-03-28,C035,Luciana Ramos,9,89.91
2038,2024-02-21,C047,Paula Vivas,5,99.94999999999999
2039,2024-01-22,C005,Diana Palacios,5,199.95000000000002
2040,2024-02-26,C033,Melissa Woods,4,239.96
2041,2024-03-07,C026,Aaron Stewart,7,2093.0
2042,2024-03-23,C001,Ana Martínez,4,1199.96
2043,2024-03-18,C004,James Johnson,2,598.0
2044,2024-01-14,C044,Chris Butler,6,239.94
2045,2024-03-09,C022,David Miller,1,299.0
2046,2024-01-13,C003,María Gutiérrez,5,3995.0
2047,2024-01-14,C038,Tom Sanders,3,297.0
2048,2024-03-13,C018,Raymond Green,9,1529.91
2049,2024-01-10,C011,Nicole Díaz,9,1619.91
2050,2024-03-19,C015,Sonia Reyes,10,149.9
2051,2024-03-15,C036,Ryan Hughes,6,89.94
2052,2024-01-24,C050,Miguel Cook,8,1199.92
2053,2024-02-03,C040,Joseph Edwards,6,215.94
2054,2024-01-19,C043,Raquel Martín,5,749.95
2055,2024-02-28,C039,Valeria Vidal,5,1249.95
2056,2024-01-25,C013,Patricia Sánchez,2,239.98
2057,2024-03-01,C021,Adriana Román,2,198.0
2058,2024-01-03,C013,Patricia Sánchez,8,3199.92
2059,2024-03-07,C013,Patricia Sánchez,8,159.92
2060,2024-02-06,C020,Henry Phillips,7,1189.93
2061,2024-01-20,C022,David Miller,3,297.0
2062,2024-02-23,C023,Sofía Aguilar,1,149.99
2063,2024-02-03,C040,Joseph Edwards,3,76.5
2064,2024-02-10,C002,John Smith,8,479.92
2065,2024-01-20,C043,Raquel Martín,10,3999.9
2066,2024-03-23,C046,Louis Kelly,4,1199.96
2067,2024-03-23,C031,Nuria Sandoval,8,100.0
2068,2024-01-03,C031,Nuria Sandoval,2,1598.0
2069,2024-01-10,C037,Cecilia Díaz,1,35.99
2070,2024-02-15,C002,John Smith,1,39.99
2071,2024-03-13,C040,Joseph Edwards,9,1349.91
2072,2024-02-18,C049,Rebeca Ponce,8,3199.92
2073,2024-01-01,C014,Daniel Walker,2,339.98
2074,2024-02-20,C005,Diana Palacios,9,1619.91
2075,2024-03-13,C042,Ethan Perry,9,179.91
2076,2024-02-21,C013,Patricia Sánchez,10,990.0
2077,2024-02-22,C046,Louis Kelly,4,102.0
2078,2024-03-30,C030,Eduardo Freeman,1,39.99
2079,2024-01-12,C035,Luciana Ramos,9,179.91
2080,2024-03-29,C008,Robert Brown,6,153.0
2081,2024-02-22,C045,Carmen Reyes,2,499.98
2082,2024-01-18,C013,Patricia Sánchez,2,29.98
2083,2024-02-14,C005,Diana Palacios,2,299.98
2084,2024-03-22,C001,Ana Martínez,8,100.0
2085,2024-02-29,C043,Raquel Martín,3,179.97
2086,2024-03-14,C025,Elena Torres,7,104.93
2087,2024-01-16,C022,David Miller,5,849.95
2088,2024-02-26,C033,Melissa Woods,1,25.5
2089,2024-03-08,C050,Miguel Cook,9,539.91
2090,2024-03-29,C005,Diana Palacios,3,107.97
2091,2024-01-08,C038,Tom Sanders,2,359.98
2092,2024-03-25,C033,Melissa Woods,7,839.93
2093,2024-02-28,C002,John Smith,2,339.98
2094,2024-03-09,C001,Ana Martínez,4,599.96
2095,2024-03-30,C004,James Johnson,4,479.96
2096,2024-03-17,C037,Cecilia Díaz,5,3995.0
2097,2024-01-07,C016,George Hill,6,239.94
2098,2024-01-19,C023,Sofía Aguilar,1,299.99
2099,2024-03-20,C047,Paula Vivas,10,2990.0
2100,2024-03-11,C011,Nicole Díaz,5,79.95
2101,2024-02-18,C018,Raymond Green,8,204.0
2102,2024-01-24,C027,Lorena Ramos,10,2999.9
2103,2024-01-25,C043,Raquel Martín,9,2699.91
2104,2024-02-04,C014,Daniel Walker,1,299.99
2105,2024-01-08,C045,Carmen Reyes,8,119.92
2106,2024-03-28,C020,Henry Phillips,1,35.99
2107,2024-02-05,C029,Beatriz Delgado,1,15.99
2108,2024-03-24,C028,Arthur Wright,4,3196.0
2109,2024-02-20,C034,Andrés Flores,10,359.90000000000003
2110,2024-02-21,C024,Paul Carter,3,539.97
2111,2024-03-10,C032,Jorge Collins,2,79.98
2112,2024-02-28,C041,Elisa Méndez,8,792.0
2113,2024-03-11,C020,Henry Phillips,7,279.93
2114,2024-03-05,C008,Robert Brown,8,127.92
2115,2024-01-31,C029,Beatriz Delgado,1,179.99
2116,2024-03-26,C048,Steven Howard,4,239.96
2117,2024-02-24,C034,Andrés Flores,1,14.99
2118,2024-01-11,C049,Rebeca Ponce,7,111.93
2119,2024-01-25,C029,Beatriz Delgado,3,359.96999999999997
2120,2024-03-12,C044,Chris Butler,10,1799.9
2121,2024-02-08,C030,Eduardo Freeman,2,599.98
2122,2024-02-11,C005,Diana Palacios,6,1794.0
2123,2024-02-03,C005,Diana Palacios,8,479.92
2124,2024-03-04,C001,Ana Martínez,6,1794.0
2125,2024-03-30,C011,Nicole Díaz,4,719.96
2126,2024-01-26,C047,Paula Vivas,2,499.98
2127,2024-03-02,C022,David Miller,9,3599.91
2128,2024-02-18,C024,Paul Carter,8,792.0
2129,2024-03-16,C017,Lucía Ortiz,7,1049.93
2130,2024-03-08,C039,Valeria Vidal,2,799.98
2131,2024-03-19,C013,Patricia Sánchez,9,89.91
2132,2024-03-13,C028,Arthur Wright,3,749.97
2133,2024-03-19,C033,Melissa Woods,8,1199.92
2134,2024-02-23,C037,Cecilia Díaz,5,299.95
2135,2024-01-02,C024,Paul Carter,3,449.97
2136,2024-02-11,C013,Patricia Sánchez,5,79.95
2137,2024-02-04,C050,Miguel Cook,7,104.93
2138,2024-03-21,C014,Daniel Walker,4,396.0
2139,2024-02-29,C023,Sofía Aguilar,1,59.99
2140,2024-02-28,C043,Raquel Martín,2,499.98
2141,2024-03-18,C046,Louis Kelly,5,199.95000000000002
2142,2024-01-03,C044,Chris Butler,4,479.96
2143,2024-02-01,C044,Chris Butler,2,79.98
2144,2024-02-05,C001,Ana Martínez,8,792.0
2145,2024-01-10,C043,Raquel Martín,5,127.5
2146,2024-01-21,C029,Beatriz Delgado,2,239.98
2147,2024-01-26,C038,Tom Sanders,3,119.97
2148,2024-01-02,C009,Isabel Ruiz,5,199.95000000000002
2149,2024-02-10,C024,Paul Carter,6,4794.0
2150,2024-03-24,C038,Tom Sanders,1,9.99
2151,2024-02-23,C017,Lucía Ortiz,3,179.97
2152,2024-02-12,C007,Karen Soto,6,1799.94
2153,2024-01-07,C003,María Gutiérrez,5,495.0
2154,2024-02-04,C022,David Miller,8,479.92
2155,2024-01-10,C037,Cecilia Díaz,6,89.94
2156,2024-01-16,C027,Lorena Ramos,4,599.96
2157,2024-03-25,C027,Lorena Ramos,6,1019.94
2158,2024-03-13,C028,Arthur Wright,2,499.98
2159,2024-01-06,C042,Ethan Perry,8,1199.92
2160,2024-02-03,C032,Jorge Collins,6,95.94
2161,2024-01-19,C040,Joseph Edwards,1,9.99
2162,2024-03-15,C026,Aaron Stewart,1,59.99
2163,2024-02-19,C029,Beatriz Delgado,6,899.94
2164,2024-02-19,C015,Sonia Reyes,8,1999.92
2165,2024-01-21,C004,James Johnson,3,37.5
2166,2024-02-26,C033,Melissa Woods,6,1799.94
2167,2024-01-10,C015,Sonia Reyes,1,299.99
2168,2024-03-17,C048,Steven Howard,3,119.97
2169,2024-02-08,C033,Melissa Woods,8,2392.0
2170,2024-02-14,C017,Lucía Ortiz,5,495.0
2171,2024-03-06,C001,Ana Martínez,9,229.5
2172,2024-03-25,C036,Ryan Hughes,9,2691.0
2173,2024-02-10,C035,Luciana Ramos,1,799.0
2174,2024-03-05,C001,Ana Martínez,9,2691.0
2175,2024-03-24,C045,Carmen Reyes,5,495.0
2176,2024-03-06,C029,Beatriz Delgado,7,1749.93
2177,2024-03-22,C044,Chris Butler,2,599.98
2178,2024-02-22,C041,Elisa Méndez,10,1699.9
2179,2024-01-20,C039,Valeria Vidal,5,299.95
2180,2024-03-17,C044,Chris Butler,8,959.92
2181,2024-02-05,C041,Elisa Méndez,10,359.90000000000003
2182,2024-03-24,C041,Elisa Méndez,5,1999.95
2183,2024-03-18,C047,Paula Vivas,4,39.96
2184,2024-01-30,C048,Steven Howard,7,1049.93
2185,2024-03-23,C001,Ana Martínez,8,6392.0
2186,2024-02-16,C040,Joseph Edwards,8,1999.92
2187,2024-02-13,C049,Rebeca Ponce,6,1794.0
2188,2024-03-28,C038,Tom Sanders,1,149.99
2189,2024-03-20,C021,Adriana Román,3,37.5
2190,2024-03-22,C003,María Gutiérrez,10,149.9
2191,2024-02-26,C025,Elena Torres,7,419.93
2192,2024-01-07,C037,Cecilia Díaz,4,999.96
2193,2024-01-27,C043,Raquel Martín,10,125.0
2194,2024-01-18,C045,Carmen Reyes,4,39.96
2195,2024-03-17,C014,Daniel Walker,9,2699.91
2196,2024-02-13,C037,Cecilia Díaz,4,239.96
2197,2024-01-27,C023,Sofía Aguilar,9,1529.91
2198,2024-01-18,C013,Patricia Sánchez,8,1999.92
2199,2024-03-16,C027,Lorena Ramos,5,1999.95
2200,2024-03-16,C025,Elena Torres,2,299.98
2201,2024-03-19,C047,Paula Vivas,1,12.5
2202,2024-01-31,C039,Valeria Vidal,8,127.92
2203,2024-01-25,C007,Karen Soto,10,159.9
2204,2024-03-21,C043,Raquel Martín,5,74.95
2205,2024-01-29,C010,Carlos Montes,8,1199.92
2206,2024-01-08,C018,Raymond Green,4,79.96
2207,2024-02-23,C040,Joseph Edwards,8,319.92
2208,2024-01-27,C018,Raymond Green,6,1794.0
2209,2024-02-14,C031,Nuria Sandoval,3,449.97
2210,2024-02-19,C047,Paula Vivas,9,2249.91
2211,2024-02-26,C007,Karen Soto,6,359.94
2212,2024-02-21,C014,Daniel Walker,5,299.95
2213,2024-02-15,C039,Valeria Vidal,9,1079.9099999999999
2214,2024-02-03,C016,George Hill,10,1499.9
2215,2024-03-15,C015,Sonia Reyes,4,79.96
2216,2024-02-14,C041,Elisa Méndez,2,71.98
2217,2024-02-15,C021,Adriana Román,8,204.0
2218,2024-03-22,C049,Rebeca Ponce,5,599.9499999999999
2219,2024-03-31,C005,Diana Palacios,7,419.93
2220,2024-01-22,C022,David Miller,3,29.97
2221,2024-01-03,C015,Sonia Reyes,7,693.0
2222,2024-03-03,C025,Elena Torres,10,1799.9
2223,2024-02-27,C012,Michael Davis,9,539.91
2224,2024-02-14,C041,Elisa Méndez,10,149.9
2225,2024-01-23,C003,María Gutiérrez,5,79.95
2226,2024-03-29,C021,Adriana Román,4,396.0
2227,2024-03-13,C022,David Miller,10,599.9
2228,2024-03-04,C037,Cecilia Díaz,9,1079.9099999999999
2229,2024-02-21,C008,Robert Brown,1,59.99
2230,2024-02-13,C036,Ryan Hughes,2,598.0
2231,2024-02-01,C022,David Miller,8,6392.0
2232,2024-02-07,C031,Nuria Sandoval,2,359.98
2233,2024-02-07,C026,Aaron Stewart,9,112.5
2234,2024-02-03,C020,Henry Phillips,8,204.0
2235,2024-02-10,C017,Lucía Ortiz,6,594.0
2236,2024-03-15,C041,Elisa Méndez,7,251.93
2237,2024-01-23,C026,Aaron Stewart,3,44.97
2238,2024-03-16,C005,Diana Palacios,5,299.95
2239,2024-01-20,C034,Andrés Flores,1,249.99
2240,2024-03-20,C026,Aaron Stewart,2,25.0
2241,2024-01-15,C024,Paul Carter,1,12.5
2242,2024-03-18,C038,Tom Sanders,9,2249.91
2243,2024-03-13,C026,Aaron Stewart,5,1499.95
2244,2024-02-17,C008,Robert Brown,10,599.9
2245,2024-03-19,C050,Miguel Cook,5,1499.95
2246,2024-02-02,C025,Elena Torres,6,1799.94
2247,2024-02-01,C044,Chris Butler,9,539.91
2248,2024-01-13,C049,Rebeca Ponce,7,279.93
2249,2024-02-09,C035,Luciana Ramos,9,1529.91
2250,2024-02-06,C041,Elisa Méndez,3,29.97
2251,2024-02-26,C013,Patricia Sánchez,7,87.5
2252,2024-03-15,C027,Lorena Ramos,3,539.97
2253,2024-02-05,C039,Valeria Vidal,10,1199.8999999999999
2254,2024-02-29,C004,James Johnson,5,1495.0
2255,2024-01-02,C030,Eduardo Freeman,2,29.98
2256,2024-02-16,C023,Sofía Aguilar,10,1799.9
2257,2024-01-29,C018,Raymond Green,5,899.95
2258,2024-03-24,C004,James Johnson,3,449.97
2259,2024-01-09,C045,Carmen Reyes,2,31.98
2260,2024-02-23,C031,Nuria Sandoval,2,79.98
2261,2024-02-16,C018,Raymond Green,1,149.99
2262,2024-03-08,C022,David Miller,9,1079.9099999999999
2263,2024-01-08,C001,Ana Martínez,2,39.98
2264,2024-02-24,C005,Diana Palacios,10,359.90000000000003
2265,2024-03-13,C015,Sonia Reyes,7,251.93
2266,2024-01-09,C002,John Smith,8,1439.92
2267,2024-02-12,C024,Paul Carter,2,359.98
2268,2024-03-15,C029,Beatriz Delgado,4,1599.96
2269,2024-01-08,C044,Chris Butler,6,719.9399999999999
2270,2024-02-19,C003,María Gutiérrez,7,111.93
2271,2024-01-07,C039,Valeria Vidal,8,100.0
2272,2024-03-09,C030,Eduardo Freeman,9,3599.91
2273,2024-02-21,C009,Isabel Ruiz,9,134.91
2274,2024-01-15,C030,Eduardo Freeman,10,7990.0
2275,2024-03-25,C031,Nuria Sandoval,2,598.0
2276,2024-02-11,C021,Adriana Román,2,29.98
2277,2024-01-05,C045,Carmen Reyes,10,1699.9
2278,2024-01-23,C007,Karen Soto,10,7990.0
2279,2024-02-20,C050,Miguel Cook,8,6392.0
2280,2024-01-20,C046,Louis Kelly,6,215.94
2281,2024-01-23,C026,Aaron Stewart,8,959.92
2282,2024-01-04,C039,Valeria Vidal,8,479.92
2283,2024-01-16,C039,Valeria Vidal,10,125.0
2284,2024-02-27,C046,Louis Kelly,8,3199.92
2285,2024-01-15,C017,Lucía Ortiz,1,15.99
2286,2024-03-19,C032,Jorge Collins,2,71.98
2287,2024-01-12,C015,Sonia Reyes,2,39.98
2288,2024-02-07,C034,Andrés Flores,6,59.94
2289,2024-01-17,C031,Nuria Sandoval,3,179.97
2290,2024-01-09,C010,Carlos Montes,1,149.99
2291,2024-02-07,C048,Steven Howard,8,792.0
2292,2024-03-30,C013,Patricia Sánchez,4,50.0
2293,2024-03-11,C001,Ana Martínez,1,15.99
2294,2024-01-24,C044,Chris Butler,7,111.93
2295,2024-02-27,C033,Melissa Woods,5,127.5
2296,2024-03-10,C044,Chris Butler,6,1499.94
2297,2024-02-12,C035,Luciana Ramos,8,792.0
2298,2024-02-16,C027,Lorena Ramos,7,2099.9300000000003
2299,2024-03-04,C040,Joseph Edwards,10,1199.8999999999999
2300,2024-01-27,C039,Valeria Vidal,6,359.94
2301,2024-01-21,C045,Carmen Reyes,1,15.99
2302,2024-03-02,C028,Arthur Wright,2,119.98
2303,2024-02-06,C029,Beatriz Delgado,9,359.91
2304,2024-01-04,C017,Lucía Ortiz,10,599.9
2305,2024-03-05,C041,Elisa Méndez,5,79.95
2306,2024-02-06,C034,Andrés Flores,5,179.95000000000002
2307,2024-03-17,C023,Sofía Aguilar,4,239.96
2308,2024-02-25,C009,Isabel Ruiz,10,125.0
2309,2024-01-27,C019,Karina Vega,2,599.98
2310,2024-01-16,C001,Ana Martínez,1,39.99
2311,2024-02-05,C004,James Johnson,6,153.0
2312,2024-03-13,C045,Carmen Reyes,5,1495.0
2313,2024-03-12,C035,Luciana Ramos,4,159.96
2314,2024-03-23,C021,Adriana Román,4,1196.0
2315,2024-03-02,C010,Carlos Montes,2,339.98
2316,2024-02-29,C046,Louis Kelly,1,149.99
2317,2024-01-31,C048,Steven Howard,10,2990.0
2318,2024-02-03,C035,Luciana Ramos,3,899.97
2319,2024-03-04,C009,Isabel Ruiz,9,891.0
2320,2024-03-17,C043,Raquel Martín,2,198.0
2321,2024-03-16,C014,Daniel Walker,2,1598.0
2322,2024-02-28,C001,Ana Martínez,10,3999.9
2323,2024-01-29,C028,Arthur Wright,4,719.96
2324,2024-03-20,C048,Steven Howard,7,5593.0
2325,2024-03-24,C049,Rebeca Ponce,3,899.97
2326,2024-01-11,C006,Juan López,5,49.95
2327,2024-01-20,C032,Jorge Collins,7,839.93
2328,2024-01-02,C031,Nuria Sandoval,7,279.93
2329,2024-03-30,C038,Tom Sanders,7,839.93
2330,2024-02-10,C039,Valeria Vidal,4,3196.0
2331,2024-01-27,C020,Henry Phillips,1,249.99
2332,2024-01-12,C003,María Gutiérrez,5,179.95000000000002
2333,2024-01-11,C043,Raquel Martín,4,1199.96
2334,2024-03-31,C020,Henry Phillips,8,959.92
2335,2024-01-01,C040,Joseph Edwards,10,599.9
2336,2024-03-26,C004,James Johnson,4,599.96
2337,2024-02-26,C025,Elena Torres,7,5593.0
2338,2024-02-21,C023,Sofía Aguilar,7,178.5
2339,2024-03-23,C001,Ana Martínez,5,127.5
2340,2024-01-27,C034,Andrés Flores,5,1495.0
2341,2024-01-31,C022,David Miller,8,6392.0
2342,2024-01-21,C039,Valeria Vidal,2,71.98
2343,2024-03-09,C001,Ana Martínez,6,1019.94
2344,2024-01-02,C036,Ryan Hughes,7,139.92999999999998
2345,2024-02-01,C027,Lorena Ramos,1,12.5
2346,2024-01-19,C045,Carmen Reyes,9,7191.0
2347,2024-03-31,C009,Isabel Ruiz,10,599.9
2348,2024-02-25,C010,Carlos Montes,6,75.0
2349,2024-03-10,C010,Carlos Montes,10,99.9
2350,2024-03-21,C010,Carlos Montes,3,897.0
2351,2024-01-15,C018,Raymond Green,8,119.92
2352,2024-03-09,C009,Isabel Ruiz,8,100.0
2353,2024-03-24,C009,Isabel Ruiz,3,179.97
2354,2024-03-26,C028,Arthur Wright,4,479.96
2355,2024-01-08,C022,David Miller,10,599.9
2356,2024-02-24,C041,Elisa Méndez,4,239.96
2357,2024-01-03,C027,Lorena Ramos,6,59.94
2358,2024-02-21,C050,Miguel Cook,10,359.90000000000003
2359,2024-03-19,C040,Joseph Edwards,2,29.98
2360,2024-03-31,C031,Nuria Sandoval,5,299.95
2361,2024-03-03,C041,Elisa Méndez,8,479.92
2362,2024-02-01,C045,Carmen Reyes,9,143.91
2363,2024-03-19,C032,Jorge Collins,9,134.91
2364,2024-02-10,C020,Henry Phillips,6,2399.94
2365,2024-03-19,C035,Luciana Ramos,4,79.96
2366,2024-02-27,C011,Nicole Díaz,10,990.0
2367,2024-01-18,C038,Tom Sanders,10,99.9
2368,2024-02-24,C016,George Hill,4,599.96
2369,2024-02-29,C018,Raymond Green,7,839.93
2370,2024-02-09,C016,George Hill,5,849.95
2371,2024-01-23,C038,Tom Sanders,1,799.0
2372,2024-03-20,C048,Steven Howard,9,229.5
2373,2024-03-31,C013,Patricia Sánchez,2,71.98
2374,2024-02-02,C009,Isabel Ruiz,3,539.97
2375,2024-02-02,C041,Elisa Méndez,1,249.99
2376,2024-03-19,C050,Miguel Cook,9,7191.0
2377,2024-01-27,C020,Henry Phillips,1,179.99
2378,2024-01-13,C037,Cecilia Díaz,7,139.92999999999998
2379,2024-01-15,C033,Melissa Woods,3,29.97
2380,2024-01-14,C012,Michael Davis,6,119.94
2381,2024-03-24,C019,Karina Vega,8,204.0
2382,2024-02-22,C039,Valeria Vidal,5,1999.95
2383,2024-02-18,C020,Henry Phillips,1,119.99
2384,2024-02-29,C030,Eduardo Freeman,10,599.9
2385,2024-02-29,C015,Sonia Reyes,3,359.96999999999997
2386,2024-03-12,C019,Karina Vega,6,4794.0
2387,2024-01-01,C011,Nicole Díaz,2,39.98
2388,2024-02-15,C023,Sofía Aguilar,7,139.92999999999998
2389,2024-03-06,C047,Paula Vivas,4,50.0
2390,2024-02-18,C043,Raquel Martín,4,719.96
2391,2024-03-04,C003,María Gutiérrez,7,87.5
2392,2024-02-06,C038,Tom Sanders,7,693.0
2393,2024-03-31,C030,Eduardo Freeman,2,499.98
2394,2024-03-11,C031,Nuria Sandoval,10,599.9
2395,2024-01-11,C023,Sofía Aguilar,7,251.93
2396,2024-01-20,C013,Patricia Sánchez,5,495.0
2397,2024-01-26,C049,Rebeca Ponce,10,159.9
2398,2024-02-25,C023,Sofía Aguilar,4,1599.96
2399,2024-02-26,C050,Miguel Cook,4,479.96
2400,2024-02-19,C028,Arthur Wright,1,12.5
2401,2024-01-20,C026,Aaron Stewart,4,679.96
2402,2024-02-23,C047,Paula Vivas,8,100.0
2403,2024-01-07,C014,Daniel Walker,4,3196.0
2404,2024-01-12,C033,Melissa Woods,6,899.94
2405,2024-03-31,C014,Daniel Walker,10,125.0
2406,2024-02-07,C007,Karen Soto,9,539.91
2407,2024-01-31,C013,Patricia Sánchez,1,299.99
2408,2024-01-01,C013,Patricia Sánchez,1,119.99
2409,2024-02-11,C005,Diana Palacios,9,2699.91
2410,2024-01-24,C005,Diana Palacios,2,599.98
2411,2024-01-30,C012,Michael Davis,5,199.95000000000002
2412,2024-02-21,C028,Arthur Wright,4,59.96
2413,2024-03-07,C015,Sonia Reyes,9,891.0
2414,2024-03-22,C032,Jorge Collins,10,149.9
2415,2024-03-04,C007,Karen Soto,3,29.97
2416,2024-02-10,C018,Raymond Green,3,1199.97
2417,2024-01-23,C034,Andrés Flores,9,229.5
2418,2024-02-29,C040,Joseph Edwards,3,59.97
2419,2024-03-24,C049,Rebeca Ponce,1,12.5
2420,2024-03-04,C047,Paula Vivas,6,4794.0
2421,2024-02-14,C041,Elisa Méndez,7,139.92999999999998
2422,2024-02-17,C044,Chris Butler,7,69.93
2423,2024-02-06,C015,Sonia Reyes,8,479.92
2424,2024-01-10,C030,Eduardo Freeman,6,153.0
2425,2024-03-16,C036,Ryan Hughes,5,749.95
2426,2024-02-24,C013,Patricia Sánchez,6,359.94
2427,2024-01-14,C024,Paul Carter,3,539.97
2428,2024-03-25,C004,James Johnson,5,49.95
2429,2024-02-20,C027,Lorena Ramos,10,599.9
2430,2024-02-06,C023,Sofía Aguilar,3,76.5
2431,2024-03-22,C016,George Hill,4,239.96
2432,2024-01-16,C033,Melissa Woods,8,204.0
2433,2024-01-19,C014,Daniel Walker,5,62.5
2434,2024-01-30,C040,Joseph Edwards,5,62.5
2435,2024-03-10,C049,Rebeca Ponce,7,693.0
2436,2024-01-03,C048,Steven Howard,4,239.96
2437,2024-03-01,C029,Beatriz Delgado,2,25.0
2438,2024-03-03,C008,Robert Brown,5,74.95
2439,2024-03-31,C030,Eduardo Freeman,7,251.93
2440,2024-01-17,C049,Rebeca Ponce,7,69.93
2441,2024-02-06,C049,Rebeca Ponce,10,125.0
2442,2024-01-09,C016,George Hill,10,990.0
2443,2024-01-05,C044,Chris Butler,9,2699.91
2444,2024-01-14,C047,Paula Vivas,2,19.98
2445,2024-01-15,C043,Raquel Martín,2,799.98
2446,2024-01-24,C015,Sonia Reyes,10,159.9
2447,2024-03-08,C027,Lorena Ramos,8,1359.92
2448,2024-02-08,C014,Daniel Walker,7,839.93
2449,2024-03-02,C034,Andrés Flores,7,178.5
2450,2024-02-14,C027,Lorena Ramos,6,1079.94
2451,2024-02-16,C039,Valeria Vidal,1,179.99
2452,2024-03-29,C041,Elisa Méndez,4,102.0
2453,2024-02-07,C050,Miguel Cook,10,125.0
2454,2024-02-11,C042,Ethan Perry,7,139.92999999999998
2455,2024-03-06,C011,Nicole Díaz,9,1529.91
2456,2024-02-24,C026,Aaron Stewart,1,39.99
2457,2024-01-05,C014,Daniel Walker,4,59.96
2458,2024-01-18,C019,Karina Vega,3,359.96999999999997
2459,2024-02-27,C005,Diana Palacios,1,9.99
2460,2024-03-26,C044,Chris Butler,8,479.92
2461,2024-03-06,C026,Aaron Stewart,6,1019.94
2462,2024-03-08,C019,Karina Vega,9,2691.0
2463,2024-01-19,C015,Sonia Reyes,4,63.96
2464,2024-01-15,C009,Isabel Ruiz,6,359.94
2465,2024-01-16,C010,Carlos Montes,9,1529.91
2466,2024-02-23,C010,Carlos Montes,3,749.97
2467,2024-02-16,C020,Henry Phillips,8,1999.92
2468,2024-01-04,C019,Karina Vega,10,3999.9
2469,2024-03-06,C007,Karen Soto,6,4794.0
2470,2024-03-12,C046,Louis Kelly,6,359.94
2471,2024-01-15,C046,Louis Kelly,8,479.92
2472,2024-03-13,C007,Karen Soto,1,19.99
2473,2024-01-30,C013,Patricia Sánchez,9,143.91
2474,2024-02-09,C026,Aaron Stewart,8,319.92
2475,2024-03-21,C046,Louis Kelly,3,297.0
2476,2024-03-24,C049,Rebeca Ponce,3,2397.0
2477,2024-01-19,C039,Valeria Vidal,10,7990.0
2478,2024-01-16,C035,Luciana Ramos,6,215.94
2479,2024-02-26,C037,Cecilia Díaz,10,2990.0
2480,2024-02-24,C011,Nicole Díaz,10,7990.0
2481,2024-01-01,C036,Ryan Hughes,2,359.98
2482,2024-01-31,C026,Aaron Stewart,10,359.90000000000003
2483,2024-03-19,C002,John Smith,5,599.9499999999999
2484,2024-02-05,C028,Arthur Wright,5,62.5
2485,2024-02-27,C015,Sonia Reyes,5,179.95000000000002
2486,2024-02-23,C048,Steven Howard,8,127.92
2487,2024-01-31,C001,Ana Martínez,8,479.92
2488,2024-02-02,C028,Arthur Wright,1,179.99
2489,2024-01-24,C038,Tom Sanders,7,279.93
2490,2024-01-11,C039,Valeria Vidal,6,359.94
2491,2024-03-18,C012,Michael Davis,8,319.92
2492,2024-01-21,C037,Cecilia Díaz,6,1499.94
2493,2024-03-24,C027,Lorena Ramos,5,495.0
2494,2024-01-20,C033,Melissa Woods,7,2099.9300000000003
2495,2024-01-01,C049,Rebeca Ponce,3,897.0
2496,2024-03-27,C011,Nicole Díaz,9,2249.91
2497,2024-02-21,C014,Daniel Walker,1,12.5
2498,2024-02-12,C049,Rebeca Ponce,8,479.92
2499,2024-02-09,C043,Raquel Martín,7,419.93
2500,2024-03-11,C014,Daniel Walker,7,419.93
2501,2024-01-07,C038,Tom Sanders,8,79.92
2502,2024-03-28,C016,George Hill,8,1199.92
2503,2024-01-13,C003,María Gutiérrez,10,99.9
2504,2024-02-12,C030,Eduardo Freeman,7,1189.93
2505,2024-03-11,C026,Aaron Stewart,2,598.0
2506,2024-03-19,C028,Arthur Wright,9,7191.0
2507,2024-02-03,C041,Elisa Méndez,3,297.0
2508,2024-01-28,C023,Sofía Aguilar,9,112.5
2509,2024-01-08,C017,Lucía Ortiz,10,1199.8999999999999
2510,2024-02-07,C018,Raymond Green,10,2499.9
